2025-03-01 06:00:02,0,0,0
2025-03-01 06:05:02,0,0,0
2025-03-01 06:10:02,0,0,0
2025-03-01 06:15:02,0,0,0
2025-03-01 06:20:02,0,0,0
2025-03-01 06:25:02,0,0,0
2025-03-01 06:30:02,0,0,0
2025-03-01 06:35:02,0,0,0
2025-03-01 06:40:02,0,0,0
2025-03-01 06:45:01,0,0,0
2025-03-01 06:50:02,0,0,0
2025-03-01 06:55:02,0,0,0
2025-03-01 07:00:02,0,0,0
2025-03-01 07:05:01,0,0,0
2025-03-01 07:10:01,0,0,0
2025-03-01 07:15:02,0,0,0
2025-03-01 07:20:02,0,0,0
2025-03-01 07:25:02,0,0,0
2025-03-01 07:30:01,0,0,0
2025-03-01 07:35:02,0,0,0
2025-03-01 07:40:02,0,0,0
2025-03-01 07:45:02,0,0,0
2025-03-01 07:50:02,0,0,0
2025-03-01 07:55:02,0,0,0
2025-03-01 08:00:02,0,0,0
2025-03-01 08:05:02,0,0,0
2025-03-01 08:10:02,0,0,0
2025-03-01 08:15:02,0,0,0
2025-03-01 08:20:01,0,0,0
2025-03-01 08:25:02,0,0,0
2025-03-01 08:30:01,0,0,0
2025-03-01 08:35:02,0,0,0
2025-03-01 08:40:02,0,0,0
2025-03-01 08:45:02,0,0,0
2025-03-01 08:50:01,0,0,0
2025-03-01 08:55:01,0,0,0
2025-03-01 09:00:02,0,0,0
2025-03-01 09:05:02,0,0,0
2025-03-01 09:10:02,0,0,0
2025-03-01 09:15:02,0,0,0
2025-03-01 09:20:01,0,0,0
2025-03-01 09:25:01,0,0,0
2025-03-01 09:30:02,0,0,0
2025-03-01 09:35:02,0,0,0
2025-03-01 09:40:02,0,0,0
2025-03-01 09:45:01,0,0,0
2025-03-01 09:50:02,0,0,0
2025-03-01 09:55:02,0,0,0
2025-03-01 10:00:02,1,0,0
2025-03-01 10:05:01,1,0,0
2025-03-01 10:10:02,1,0,0
2025-03-01 10:15:01,1,0,0
2025-03-01 10:20:01,1,0,0
2025-03-01 10:25:02,1,0,0
2025-03-01 10:30:02,1,0,0
2025-03-01 10:35:02,1,0,0
2025-03-01 10:40:02,1,0,0
2025-03-01 10:45:02,1,0,0
2025-03-01 10:50:02,1,0,0
2025-03-01 10:55:02,1,0,0
2025-03-01 11:00:02,1,0,0
2025-03-01 11:05:01,1,0,0
2025-03-01 11:10:03,1,0,0
2025-03-01 11:15:01,1,0,2
