Date,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
2025-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,34,34,39,44,45,49,49,51,55,58,41,31,28,30,27,33,36,34,39,40,39,41,40,42,48,49,50,42,39,36,33,33,31,28,28,25,24,26,23,21,21,21,20,17,16,18,24,23,18,16,16,18,18,19,19,19,19,16,9,9,9,5,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,22,22,23,23,23,23,23,23,23,23,2,1,2,2,1,1,1,1,1,4,7,18,45,55,54,55,58,60,60,60,61,59,58,48,22,12,12,12,14,15,20,24,24,23,22,23,25,26,29,38,42,43,40,36,41,45,47,53,53,55,53,55,54,60,65,67,61,58,56,49,48,46,46,36,28,18,11,9,9,8,7,6,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,9,18,31,46,51,55,57,57,57,54,54,53,52,46,37,23,25,30,32,32,34,35,36,36,37,35,37,43,40,39,43,47,47,47,46,45,46,45,39,33,30,23,19,22,39,46,47,48,46,47,46,46,46,47,45,41,29,26,30,41,46,46,47,47,47,47,48,46,40,42,37,26,20,19,20,22,23,25,27,33,35,29,40,54,67,77,77,82,88,84,82,75,72,75,65,53,44,37,50,62,71,82,80,80,86,83,83,86,89,91,95,96,105,98,100,102,98,104,108,108,105,106,90,71,46,44,46,46,45,40,34,32,28,23,20,19,19,17,12,10,9,7,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,4,9,12,21,26,37,51,58,60,61,62,62,62,58,56,48,44,35,21,21,20,22,21,23,25,26,27,26,27,29,29,24,24,25,36,39,37,38,39,44,43,43,43,42,41,38,29,27,29,27,27,22,23,24,23,28,33,43,51,54,63,64,70,73,72,70,73,68,62,50,40,37,34,45,49,66,78,79,81,84,91,97,97,98,89,77,72,55,43,43,38,36,33,36,42,42,61,74,72,71,75,71,71,75,72,63,59,56,41,37,44,47,46,50,55,51,51,57,59,62,64,74,65,70,80,79,76,78,78,76,73,70,65,46,43,35,21,18,16,12,11,6,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,7,15,27,40,53,61,64,67,67,67,67,63,62,55,44,32,20,14,18,20,28,35,43,57,59,59,60,62,61,64,60,63,62,56,51,39,37,37,35,34,33,29,31,32,39,53,54,57,61,60,59,59,60,62,60,57,49,43,53,58,57,60,64,71,71,73,70,66,63,57,52,43,39,36,35,26,27,24,25,24,27,28,27,44,64,87,96,103,105,111,116,117,116,113,108,101,86,64,55,54,55,54,55,56,52,51,53,45,48,51,53,49,59,68,62,62,62,63,62,63,77,82,78,79,64,49,49,46,49,52,51,46,27,18,18,16,15,15,14,14,10,5,6,6,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,12,17,24,35,44,59,62,64,67,68,70,69,64,59,53,41,34,20,17,19,20,21,21,25,26,28,30,32,38,44,44,51,58,66,77,78,82,84,82,80,74,67,66,55,43,35,22,17,13,10,9,9,9,14,20,24,33,37,41,44,47,53,55,56,58,53,48,45,36,33,33,41,45,46,55,62,61,63,62,61,64,61,58,50,47,39,29,26,26,31,45,49,58,66,74,77,79,86,89,87,84,79,65,64,52,46,37,35,29,27,28,30,40,42,42,41,42,42,44,44,50,58,56,59,53,49,52,51,52,51,49,45,39,28,25,18,14,14,9,8,7,5,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,6,6,9,14,20,38,60,66,69,70,71,74,74,76,73,69,65,47,27,22,22,21,18,17,24,27,28,32,31,32,33,32,33,38,41,41,35,33,35,33,32,31,30,29,26,23,21,20,25,25,27,27,30,30,30,32,31,33,34,35,31,32,30,28,29,34,33,33,33,28,25,24,22,18,17,18,14,13,11,13,17,20,21,26,29,32,30,29,32,30,30,27,21,18,17,11,8,7,13,15,14,14,14,14,14,15,15,16,16,16,10,7,5,5,5,5,5,4,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,12,16,18,19,20,20,21,21,27,24,23,28,24,20,20,19,19,22,24,27,22,27,27,23,25,32,32,35,34,31,28,26,24,20,20,20,22,15,13,12,16,20,25,24,25,24,26,24,23,23,23,21,18,14,9,9,8,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,27,27,27,27,29,30,30,30,31,31,8,11,12,14,16,21,24,23,24,26,27,38,44,48,53,66,77,84,85,85,86,85,85,76,68,63,58,46,44,37,32,34,33,32,30,28,27,25,23,24,15,10,9,7,6,6,6,6,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,9,12,19,30,43,52,53,55,56,55,53,52,50,47,43,32,21,23,26,26,35,36,41,46,46,48,46,48,48,41,46,50,47,48,43,37,35,34,34,32,31,26,18,18,18,28,39,42,43,44,45,46,48,49,52,48,44,36,29,37,44,45,45,46,47,47,47,45,46,42,39,30,23,21,26,29,27,28,28,33,35,43,50,56,72,82,90,90,91,91,89,84,82,76,70,67,56,47,37,45,57,66,73,73,73,78,75,78,76,79,76,87,100,102,103,107,105,118,125,123,126,136,134,110,85,76,67,64,63,50,43,41,41,30,32,32,30,26,25,24,24,18,18,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,11,12,12,12,12,13,19,31,46,58,79,87,98,102,105,105,107,107,101,89,73,59,35,25,17,18,22,23,24,26,29,29,30,35,37,40,42,37,37,44,42,40,43,48,48,45,43,40,34,33,30,22,22,25,20,15,15,15,14,20,25,28,34,47,56,55,66,73,75,75,75,71,66,65,55,43,40,45,54,57,78,85,90,89,92,98,100,100,98,95,86,85,63,54,54,55,58,56,62,69,75,81,80,85,89,92,88,85,79,74,67,63,55,53,45,36,30,31,34,40,48,50,50,46,52,49,61,64,79,81,90,92,90,88,89,90,84,81,68,63,49,43,32,24,18,17,15,14,11,9,9,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,15,19,28,40,41,48,51,53,54,54,49,46,42,38,31,20,18,19,22,25,25,25,24,25,27,28,32,33,36,33,32,34,36,38,39,40,39,38,33,31,28,23,18,14,19,29,35,35,35,36,38,39,39,40,40,39,34,28,27,31,46,51,53,52,54,53,54,53,51,45,39,35,22,18,14,17,17,17,22,22,27,35,36,43,45,46,47,45,45,46,40,40,36,32,35,29,28,27,27,29,35,37,37,37,35,33,37,35,37,41,52,66,68,93,98,106,106,105,98,101,109,105,101,84,75,45,41,34,35,38,42,38,25,24,18,20,23,23,22,20,19,13,8,6,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,11,20,40,60,80,90,92,93,94,93,93,90,85,79,59,40,20,13,15,16,18,20,25,23,26,24,28,32,34,33,37,43,47,52,50,52,55,60,60,57,55,54,48,41,36,30,27,26,22,19,15,14,16,16,22,28,33,38,43,51,57,61,64,65,63,62,55,48,42,38,38,40,43,53,72,71,72,78,78,84,93,101,100,96,90,86,65,65,68,75,80,75,70,63,59,60,57,44,46,46,45,36,30,29,29,34,34,30,29,30,33,35,33,36,38,41,43,38,49,59,65,73,72,73,75,79,78,76,72,70,59,47,43,35,30,25,25,14,13,13,12,10,10,9,6,5,5,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,7,8,10,13,15,23,33,46,54,55,57,56,56,56,56,53,52,45,36,24,17,13,11,10,16,22,23,28,31,31,35,38,41,44,49,51,46,40,37,33,33,32,27,23,21,18,15,13,12,11,11,11,9,9,11,13,12,13,13,13,13,16,20,19,20,22,23,23,25,24,23,27,26,27,26,28,27,28,26,27,27,33,34,39,49,51,79,99,101,100,100,101,100,94,92,89,80,74,43,14,11,10,9,9,10,14,15,13,12,12,12,13,12,12,12,9,8,5,7,7,7,7,7,5,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,10,12,14,15,15,15,23,28,30,25,22,22,22,20,18,17,17,18,10,6,6,7,11,12,13,16,18,21,23,22,22,21,21,19,18,18,17,14,13,10,8,10,10,10,12,13,12,14,14,14,13,13,13,11,11,11,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,18,18,20,20,21,21,21,22,23,24,17,13,11,15,23,35,41,45,47,46,48,48,48,46,45,41,32,20,15,12,13,16,15,22,24,23,23,29,28,32,30,29,26,23,22,14,11,12,17,13,14,11,11,17,17,18,17,17,17,16,11,11,11,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,14,23,43,56,67,74,74,75,75,77,74,68,65,57,38,29,28,30,33,35,37,36,48,55,58,60,58,57,50,50,59,58,61,60,49,41,39,36,37,35,33,26,17,22,32,44,48,50,49,53,55,56,58,59,55,48,34,21,18,17,17,14,11,12,11,9,9,9,12,16,15,18,18,18,20,20,21,25,32,39,45,46,59,61,78,86,96,99,98,96,93,97,88,83,72,67,52,50,58,57,72,82,80,69,69,71,69,68,69,69,69,87,98,100,105,107,110,109,116,119,124,117,97,75,47,32,26,26,23,22,15,11,4,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,6,7,9,12,17,20,27,46,67,77,89,93,94,93,91,88,83,79,72,54,35,27,17,16,18,19,24,26,28,32,35,35,37,36,38,42,47,54,53,53,53,52,55,57,52,49,45,39,32,26,27,25,24,22,17,16,18,18,17,29,40,46,51,57,64,66,70,71,70,72,71,59,47,40,31,32,42,51,64,79,80,81,81,89,89,91,97,93,82,74,57,44,42,43,46,38,46,53,67,90,117,136,144,150,155,161,158,161,159,151,134,108,91,69,68,61,59,50,53,51,46,53,55,56,43,45,41,40,39,44,41,41,41,36,32,34,32,28,24,21,19,13,13,11,11,7,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,26,43,55,69,70,71,72,73,74,73,70,66,53,37,28,26,35,38,39,40,43,47,48,52,53,53,53,47,43,50,54,53,49,44,45,40,39,38,35,31,25,19,20,34,40,40,39,39,39,39,40,40,42,38,32,22,19,28,34,40,44,46,46,49,48,48,49,45,43,33,28,23,20,18,19,18,24,28,34,43,49,67,75,97,107,112,115,112,106,104,96,94,99,99,98,77,72,71,78,96,106,105,105,97,87,84,72,71,73,74,69,53,46,46,50,50,51,37,42,52,45,40,36,34,30,29,27,26,24,24,17,5,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,9,17,36,55,74,82,87,86,87,87,87,84,83,76,57,38,22,18,14,21,22,23,24,26,27,29,30,34,40,41,49,58,76,90,91,87,92,91,90,88,81,79,71,56,38,24,22,22,17,15,16,17,18,18,20,26,30,32,37,47,48,48,50,49,47,44,42,38,36,34,47,47,61,86,94,97,99,112,113,117,124,129,112,102,96,73,66,69,73,70,69,62,51,53,53,53,46,44,42,33,26,19,18,18,18,10,14,16,14,16,18,22,22,19,23,28,33,43,48,54,62,65,67,64,67,70,66,61,58,50,42,33,25,27,21,22,19,16,21,21,19,17,15,15,19,11,11,9,9,9,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,8,10,14,16,18,21,32,44,57,66,65,66,67,67,65,64,63,61,50,38,24,14,14,11,12,14,20,25,25,25,28,30,32,34,34,38,40,37,30,24,24,23,20,20,18,16,15,12,10,12,12,14,14,15,15,14,15,15,14,13,13,15,18,19,22,25,30,34,36,37,37,37,35,32,30,29,25,25,24,19,19,18,19,20,22,21,20,20,21,22,22,23,21,22,23,21,22,21,20,19,18,13,9,8,8,7,6,14,11,12,13,12,13,13,14,14,13,13,12,4,6,5,4,4,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,8,10,10,15,15,16,16,16,16,19,14,13,15,17,17,12,12,11,11,12,11,8,8,8,6,2,2,3,4,6,6,5,5,5,5,5,6,6,6,5,4,5,6,6,6,8,7,7,6,6,6,6,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,5,6,7,6,6,6,6,6,6,6,6,5,3,2,0,1,1,2,3,4,4,4,4,5,7,13,17,20,20,20,20,20,20,20,20,20,18,12,8,7,7,6,5,4,5,5,7,6,6,6,6,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,12,20,26,33,37,43,47,47,47,46,44,38,37,30,26,23,28,27,28,28,31,33,43,51,50,53,52,51,47,47,48,52,49,48,38,30,29,25,24,21,16,13,13,16,23,31,38,39,40,42,42,45,46,47,42,35,27,18,11,12,11,12,13,11,13,13,15,16,18,20,22,24,24,23,24,23,23,28,28,31,31,38,43,49,57,69,84,85,87,80,80,78,75,70,66,64,58,48,46,60,66,68,66,64,64,64,61,54,59,64,62,64,85,93,98,101,102,104,118,121,123,114,105,90,58,47,42,39,42,39,32,33,25,24,20,18,18,18,18,17,13,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,9,9,9,11,13,18,22,36,48,60,72,87,89,91,92,90,88,85,81,68,61,47,30,21,24,24,27,29,30,32,34,34,30,37,38,33,35,43,49,52,53,51,51,55,56,52,52,49,42,33,23,19,17,16,15,10,8,5,4,6,10,15,19,24,30,37,43,44,45,46,46,49,45,42,40,36,38,48,54,70,86,91,94,93,94,92,95,95,95,85,78,65,49,43,40,45,48,50,53,58,54,52,57,61,69,73,76,69,65,66,60,59,58,54,44,37,34,30,29,28,27,24,23,25,33,39,46,57,58,63,62,64,64,63,62,54,43,35,27,15,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,6,6,9,13,20,25,29,31,32,31,33,31,30,31,28,25,21,25,27,27,29,32,35,41,42,44,45,47,48,46,47,50,47,48,44,38,38,35,34,32,28,21,18,16,21,33,35,39,38,39,40,39,41,42,43,41,46,42,54,62,73,77,81,83,85,85,84,82,71,62,49,41,30,26,26,23,23,22,24,29,35,39,46,60,69,77,84,85,84,85,82,80,74,69,60,42,33,27,15,17,29,35,42,44,44,43,45,46,50,47,47,51,49,60,56,55,59,60,60,64,60,63,63,55,46,27,22,18,23,22,20,15,15,12,12,13,10,10,10,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,11,21,36,47,64,80,86,92,92,91,91,92,88,78,63,53,37,21,19,17,20,21,22,22,24,26,29,31,33,37,43,58,66,78,83,85,82,81,79,77,75,71,62,42,31,18,11,7,10,10,9,8,9,10,12,17,24,30,33,36,40,45,47,50,53,53,52,47,42,37,35,36,45,48,67,78,75,74,73,74,71,70,69,64,49,41,25,11,11,17,22,24,25,26,31,34,33,32,29,38,35,29,23,20,19,18,12,9,11,13,13,4,5,5,6,7,11,14,20,23,29,28,33,34,34,37,43,45,46,44,40,37,29,29,27,25,24,22,15,12,10,9,7,7,7,7,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,7,12,22,35,49,53,61,62,63,65,66,65,61,56,46,34,20,17,9,10,9,7,7,7,8,11,11,11,16,19,24,23,25,27,27,26,25,23,23,24,19,15,10,9,7,6,5,8,12,16,18,16,16,16,17,20,21,22,23,24,20,18,17,17,17,16,16,14,14,12,15,16,18,14,19,20,21,21,20,20,28,28,25,20,22,24,18,17,16,16,17,18,10,10,9,9,5,4,4,6,6,6,5,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
